站点,Lon,Lat,Alti,PRS,TEM,RHU,PRE_1h,D_Avg_2,Avg_2,VIS,PRS_Sea
57297, 114.04,  32.14,  114.50,  993.30,    21.10,     99.00,        1.50,     49.00,    3.00,  12600.00,    1006.70
58555, 120.88,  29.52,  115.10,  992.20,    29.10,     74.00,        0.00, 999999.00,    0.10,  24800.00,    1005.40
58118, 116.52,  33.27,   26.00, 1003.70,    23.50,     92.00,        0.00,     68.00,    0.70,   3400.00,    1006.90
50745, 123.92,  47.38,  146.70,  986.00,    28.60,     60.00,        0.00,    202.00,    1.70,  21800.00,    1002.60
58321, 117.06,  31.96,   49.80, 1000.30,    21.20,     99.00,        4.20,     36.00,    2.60,   3600.00,    1006.20
57969, 111.31,  25.28,  269.00,  976.00,    27.00,     83.00,        0.00, 999999.00,    0.00,  16800.00,    1006.30
58154, 120.10,  33.32,    4.00, 1006.70,    23.50,     79.00,        0.00,    174.00,    1.00,  20000.00,    1007.30
57173, 112.89,  33.76,  145.70,  990.30,    22.80,    100.00,        0.00,    260.00,    1.00,   5400.00,    1007.20
58111, 116.42,  33.86,   32.10, 1003.50,    24.00,     90.00,        0.00,    143.00,    1.10,   1900.00,    1007.30
50739, 123.24,  47.30,  209.30,  978.90,    27.70,     65.00,        0.00,    162.00,    1.40,  30000.00,    1002.50
57180, 113.20,  34.02,  184.20,  986.20,    23.00,    100.00,        0.00,    209.00,    1.00,   4300.00,    1007.50
59090, 114.05,  24.96,  143.90,  988.80,    29.40,     74.00,        0.00,    150.00,    1.30,  27300.00,    1005.00
57075, 112.89,  34.24,  438.60,  957.50,    23.00,     83.00,        0.00,    190.00,    0.80,   5100.00,    1007.30
53862, 111.80,  36.85,  811.70,  916.80,    19.70,     86.00,        0.00,    197.00,    1.00,   5400.00,    1006.90
57949, 110.00,  24.98,  156.80,  988.20,    26.00,     94.00,        0.00,    174.00,    1.30,  10900.00,    1006.00
58458, 120.90,  30.53,    4.80, 1006.60,    21.80,     89.00,        0.00,    349.00,    4.20,  24400.00,    1007.30
59057, 110.18,  24.13,  830.90,  916.00,    22.40,     99.00,        0.00,    357.00,    0.40,      0.00,    1007.40
57646, 109.97,  28.62,  302.10,  970.40,    25.20,    100.00,        0.00,    100.00,    0.30,   7600.00,    1004.40
59452, 110.53,  22.83,  131.50,  991.60,    27.70,     80.00,        0.00,    142.00,    1.80,  21800.00,    1006.50
50673, 130.42,  48.90,   90.40,  993.00,    25.20,     78.00,        0.00,    126.00,    2.40,  30000.00,    1003.40
59004, 105.08,  24.50,  827.10,  914.60,    24.40,     85.00,        0.00,     99.00,    1.30,  22100.00,    1004.50
59063, 111.57,  25.18,  265.70,  976.00,    28.50,     78.00,        0.00,    131.00,    1.60,  23900.00,    1005.70
52652, 100.28,  39.08, 1461.10,  846.30,    22.30,     56.00,        0.00,      6.00,    1.80,  30000.00,     998.10
57927, 107.18,  24.97,  287.30,  972.40,    25.50,     93.00,        0.00, 999999.00,    0.10,   5500.00,    1004.70
59025, 107.38,  24.53,  248.80,  976.90,    26.10,     93.00,        0.00,    112.00,    1.10,   4600.00,    1005.00
58158, 120.46,  33.17,    3.10, 1007.30,    22.30,     77.00,        0.00,    130.00,    0.80,  19800.00,    1007.80
57184, 113.30,  33.63,   97.50,  997.00,    22.30,     95.00,        0.00,    226.00,    1.00,   8000.00,    1008.40
56046,  99.65,  33.75, 3967.50,  630.00,     9.80,     93.00,        0.20,    106.00,    1.90,   8500.00,     998.00
53992, 114.52,  35.66,   58.20,  999.60,    23.30,     99.00,        0.00,    203.00,    2.30,   2500.00,    1006.40
59047, 109.28,  24.23,  133.70,  990.80,    28.30,     83.00,        0.00,    193.00,    0.90,  12800.00,    1006.00
57871, 112.37,  26.97,   90.80,  994.10,    30.00,     87.00,        0.00,     10.00,    1.10,   6000.00,    1004.40
57182, 113.52,  33.85,   80.40,  997.40,    24.20,     95.00,        0.00,    101.00,    1.00,   6800.00,    1006.80
50985, 131.87,  45.55,  151.70,  987.10,    21.70,     90.00,        0.00,    354.00,    1.20,  30000.00,    1004.70
59256, 110.90,  23.37,  105.50,  994.50,    29.30,     71.00,        0.00,    179.00,    0.90,  19600.00,    1006.50
51636,  82.65,  41.55, 1009.80,  893.90,    16.70,     77.00,        0.00,     22.00,    0.80,  15300.00,    1004.70
54416, 116.87,  40.38,   71.80,  997.10,    26.30,     71.00,        0.00,     46.00,    0.70,  12700.00,    1005.40
51802,  76.17,  38.93, 1297.50,  865.40,    17.20,     79.00,        0.00,    339.00,    0.50,  30000.00,    1003.40
56331,  97.83,  29.67, 3780.00,  643.30,    13.90,     64.00,        0.00,    126.00,    0.90,  30000.00,     990.30
56434,  97.47,  28.67, 2366.00,  760.90,    17.10,     84.00,        0.00,    235.00,    2.10,  30000.00,     997.30
51238,  82.07,  44.90,  532.20,  948.70,    17.40,     72.00,        0.00,    246.00,    1.60,  22400.00,    1008.60
53892, 114.47,  36.62,   66.60,  998.10,    24.50,     84.00,        0.00,     37.00,    0.60,   2900.00,    1005.90
53980, 114.80,  36.55,   50.20, 1000.80,    22.40,     92.00,        0.00,    165.00,    1.00,   3000.00,    1006.70
58212, 116.77,  32.72,   23.00, 1004.30,    22.50,     97.00,        1.40,     73.00,    1.50,   2400.00,    1007.10
53593, 114.57,  39.83,  909.50,  906.40,    19.50,     83.00,        0.00,    240.00,    1.00,  30000.00,    1006.60
57789, 113.95,  27.13,  194.50,  982.70,    29.70,     81.00,        0.00,     46.00,    1.90,   9300.00,    1004.50
57642, 109.65,  28.68,  438.10,  955.10,    24.10,     99.00,        0.00,    357.00,    1.60,    200.00,    1004.20
56067, 101.48,  33.43, 3628.50,  656.90,    11.00,     88.00,        0.00,    130.00,    0.60,  29600.00,     999.80
51747,  83.67,  39.00, 1099.30,  884.00,    23.70,     31.00,        0.00,    341.00,    3.70,   6700.00,     999.80
56223,  95.79,  30.76, 3611.00,  657.40,    14.10,     65.00,        0.00,    333.00,    0.30,  30000.00,     992.50
58735, 118.75,  27.52,  260.20,  976.40,    28.30,     75.00,        0.00,    236.00,    1.10,  14600.00,    1005.60
58508, 115.73,  29.35,   80.60,  995.40,    25.10,     91.00,        0.00,    311.00,    1.80,   3300.00,    1004.70
56664, 101.27,  26.64, 1230.80,  870.60,    23.10,     91.00,        0.00,    339.00,    1.10,  14100.00,    1001.60
54819, 116.80,  36.18,  113.60,  993.90,    22.40,     99.00,        0.00,     85.00,    0.50,    800.00,    1007.10
58025, 117.73,  34.57,   27.60, 1004.00,    22.90,     94.00,        0.00,    128.00,    0.70,    900.00,    1007.30
50871, 129.88,  46.73,   95.10,  993.10,    23.00,     93.00,        0.00,     98.00,    1.20,   8400.00,    1004.20
53691, 114.57,  38.15,   71.00,  997.60,    25.30,     79.00,        0.00,    344.00,    1.00,   4400.00,    1005.80
53694, 114.22,  38.27,  131.00,  990.90,    24.60,     87.00,        0.00,    293.00,    1.50,   3800.00,    1006.10
57962, 111.66,  26.03,  205.00,  981.80,    29.30,     74.00,        0.00,    168.00,    3.90,  15400.00,    1004.80
54901, 115.24,  36.06,   46.60, 1001.30,    22.90,    100.00,        0.00,    200.00,    2.50,   1200.00,    1006.80
58623, 117.90,  28.47,  121.30,  991.20,    28.70,     82.00,        0.00,    294.00,    1.60,   5700.00,    1004.90
59122, 117.75,  24.62,   43.00, 1001.30,    29.80,     74.00,        0.00,     89.00,    1.00,  30000.00,    1006.30
59125, 117.30,  24.38,  108.50,  994.00,    27.70,     84.00,        0.00,    213.00,    1.30,   9300.00,    1006.50
59127, 117.83,  24.43,   32.10, 1002.60,    29.40,     81.00,        0.00,    225.00,    1.10,   7700.00,    1006.30
59320, 117.13,  23.75,   37.80, 1002.00,    29.60,     77.00,        0.00,     96.00,    2.70,  23300.00,    1006.40
58928, 117.53,  25.02,  166.50,  987.60,    27.40,     83.00,        0.00,    241.00,    1.40,  15200.00,    1006.60
59124, 117.38,  24.52,   53.70, 1000.20,    28.20,     86.00,        0.00,    323.00,    1.20,  15600.00,    1006.40
57339, 108.68,  30.95,  297.20,  967.90,    26.80,     85.00,        0.00, 999999.00,    0.20,  11200.00,    1001.00
59129, 117.58,  24.13,   61.10,  999.60,    27.90,     90.00,        0.00,    176.00,    1.40,   6300.00,    1006.60
59322, 117.37,  23.98,   22.80, 1003.70,    29.60,     77.00,        0.00,     23.00,    1.10,  11600.00,    1006.40
50136, 122.51,  52.97,  438.50,  952.00,    24.20,     66.00,        0.00,    311.00,    0.40,  30000.00,    1001.20
56849,  99.23,  24.03, 1606.20,  837.20,    19.10,     93.00,        0.00,    225.00,    2.50,   9600.00,    1006.70
50850, 124.99,  46.62,  152.30,  986.30,    28.10,     75.00,        0.00,    120.00,    2.10,  14500.00,    1003.60
50973, 130.61,  45.75,  234.40,  977.70,    24.80,     76.00,        0.00,     86.00,    1.60,  17900.00,    1004.40
50353, 126.64,  51.73,  173.90,  980.80,    26.40,     64.00,        0.00,     60.00,    2.10,  30000.00,    1000.50
54914, 116.08,  35.42,   40.60, 1002.10,    23.90,     99.00,        0.00,    118.00,    1.20,   1200.00,    1006.90
57162, 112.07,  34.14,  440.70,  957.00,    21.30,     99.00,        0.00,    224.00,    0.90,   6900.00,    1007.30
54522, 117.74,  39.91,   17.80, 1003.00,    26.30,     74.00,        0.00, 999999.00,    0.00,   7700.00,    1005.20
58614, 116.28,  28.40,   67.20,  996.90,    29.20,     87.00,        0.00,    131.00,    1.20,   8400.00,    1004.60
50965, 128.28,  45.44,  167.20,  985.50,    23.90,     82.00,        0.00,    272.00,    1.60,  22700.00,    1004.80
56575, 102.55,  27.37, 1530.70,  841.90,    21.00,     98.00,        0.00,     32.00,    1.20,  30000.00,    1002.80
56767, 101.26,  25.21, 1905.40,  807.80,    17.70,    100.00,        0.00,    350.00,    0.60,  10200.00,    1005.80
56317,  94.22,  29.22, 2950.00,  714.20,    15.00,     84.00,        0.00, 999999.00,    0.00,  30000.00,    1003.10
58559, 120.97,  29.15,  107.60,  993.30,    27.90,     80.00,        0.00,    112.00,    1.40,  12100.00,    1005.70
55569,  87.60,  29.08, 4000.00,  626.90,    10.80,     73.00,        0.00,    216.00,    0.60,  30000.00,     991.40
54806, 115.97,  36.42,   33.00, 1002.80,    23.60,     94.00,        0.00,    194.00,    1.70,   1500.00,    1006.80
54804, 115.18,  36.30,   45.30, 1001.40,    23.60,     92.00,        0.00,    169.00,    1.70,   1700.00,    1006.80
57285, 113.40,  32.36,  183.60,  985.80,    20.20,     98.00,        2.20,     71.00,    1.30,   3600.00,    1007.20
57899, 114.88,  26.82,  103.40,  992.90,    29.00,     78.00,        0.00,    262.00,    2.00,  14400.00,    1004.70
54640, 114.87,  36.89,   36.60, 1002.00,    23.20,     91.00,        0.00,    176.00,    1.40,   2000.00,    1006.40
52876, 102.84,  36.33, 1813.90,  814.10,    19.00,     72.00,        0.00,    339.00,    2.10,  21100.00,    1001.60
57231, 108.53,  32.53,  503.80,  949.60,    20.60,     98.00,        0.30, 999999.00,    0.00,   3800.00,    1006.80
53910, 106.20,  35.66, 2845.20,  721.50,    11.30,     97.00,        0.00,     31.00,    2.30,   1300.00,    1008.30
54623, 117.72,  39.04,    4.80, 1005.00,    28.30,     59.00,        0.00,    273.00,    2.40,  10300.00,    1005.70
57867, 111.29,  26.40,  169.00,  985.60,    28.20,     87.00,        0.00,    328.00,    0.70,  12800.00,    1004.70
59017, 106.27,  24.27,  278.20,  973.60,    25.90,     90.00,        0.00,     98.00,    1.40,  17400.00,    1005.00
53420, 107.12,  40.85, 1024.00,  890.10,    21.70,     76.00,        0.00,     58.00,    2.20,  13400.00,    1000.30
57777, 112.84,  27.26,  159.10,  986.40,    28.80,     90.00,        0.00,     65.00,    1.60,   5700.00,    1004.30
52313,  94.67,  41.53, 1573.80,  837.10,    20.50,     28.00,        0.00,     84.00,    8.80,  30000.00,    1000.70
57625, 107.46,  28.54,  816.40,  913.10,    26.10,     76.00,        0.00, 999999.00,    0.10,  27100.00,    1001.40
56867, 101.12,  23.99, 1105.40,  886.80,    21.60,     99.00,        0.00,    156.00,    1.10,  27300.00,    1006.40
56198, 104.50,  31.32,  525.70,  943.20,    24.80,     83.00,        0.00,     75.00,    1.00,  30000.00,    1001.60
50978, 130.91,  45.30,  272.50,  973.50,    23.10,     79.00,        0.00,      2.00,    1.10,  13600.00,    1004.50
53791, 114.50,  37.81,   68.40,  997.90,    24.30,     90.00,        0.00,    235.00,    1.00,   4500.00,    1005.90
56584, 103.25,  27.70, 1093.00,  882.90,    23.50,     85.00,        0.00,     35.00,    0.80,  30000.00,     999.40
53994, 114.10,  35.43,   68.10,  998.60,    22.90,     89.00,        0.00,    227.00,    2.80,   2600.00,    1006.60
51357,  85.62,  44.33,  522.20,  949.20,    21.30,     48.00,        0.00,    243.00,    1.50,  30000.00,    1007.60
55493,  91.10,  30.48, 4200.00,  607.30,     9.10,     85.00,        0.00, 999999.00,    0.00,  30000.00,     985.80
56596, 105.05,  27.85, 1217.70,  867.80,    21.80,     96.00,        0.00,     48.00,    1.30,   3800.00,     997.30
57678, 112.56,  28.25,   74.70,  996.00,    26.10,     96.00,        0.00,     23.00,    2.10,   3000.00,    1004.70
59266, 111.25,  23.38,   77.70,  997.70,    29.70,     79.00,        0.00,     29.00,    0.90,   9600.00,    1006.60
52908,  93.08,  35.22, 4612.20,  582.50,     6.00,     93.00,        0.00,    117.00,    2.60,  30000.00,    1001.20
57181, 113.04,  33.87,  136.40,  991.80,    22.90,     99.00,        0.00,    306.00,    0.60,   6900.00,    1007.70
59012, 106.55,  24.78,  972.10,  900.80,    23.30,     86.00,        0.00,     51.00,    0.50,  30000.00,    1006.10
54751, 120.73,  37.94,   39.70, 1000.90,    25.00,     79.00,        0.00,    214.00,    1.70,   2300.00,    1005.60
58205, 115.42,  32.47,   34.90, 1002.90,    21.70,    100.00,        3.80,     70.00,    1.00,   3100.00,    1007.10
59449, 109.98,  22.30,   85.90,  997.00,    28.60,     84.00,        0.00,    209.00,    1.10,  17600.00,    1006.80
53513, 107.37,  40.73, 1041.10,  889.90,    24.10,     62.00,        0.00,    183.00,    0.90,  20600.00,    1001.20
57469, 111.77,  30.18,   69.50,  998.20,    22.60,     99.00,        0.00,     27.00,    0.70,  10300.00,    1006.40
54503, 115.82,  39.07,   12.80, 1004.30,    24.70,     87.00,        0.00,    233.00,    1.60,   3700.00,    1005.90
54507, 115.52,  39.33,   49.30,  999.90,    25.20,     76.00,        0.00,    149.00,    0.60,  10600.00,    1005.70
51811,  77.27,  38.43, 1231.20,  872.50,    18.60,     69.00,        0.00,    161.00,    2.20,  16400.00,    1004.30
57554, 110.16,  29.40,  322.20,  968.40,    24.60,     94.00,        0.00,    276.00,    0.60,   4800.00,    1004.80
58546, 119.88,  29.47,  115.80,  992.00,    27.30,     80.00,        0.00,    106.00,    0.70,   3500.00,    1005.30
54764, 121.23,  37.48,   53.90,  999.90,    24.40,     79.00,        0.00,    113.00,    0.60,   6500.00,    1006.30
53895, 114.46,  36.75,  111.20,  993.30,    23.60,     94.00,        0.00,     14.00,    1.60,   1400.00,    1006.20
55248,  84.42,  32.15, 4414.90,  595.30,    11.50,     30.00,        0.00,    253.00,    4.70,  30000.00,     981.20
50962, 128.05,  45.98,  116.90,  990.60,    21.70,     98.00,        0.00,    309.00,    1.00,   6300.00,    1004.30
57723, 107.72,  27.98,  710.20,  924.70,    24.50,     92.00,        0.00, 999999.00,    0.10,  13100.00,    1002.40
53754, 110.22,  37.50,  929.70,  904.10,    21.20,     77.00,        0.00,    142.00,    2.40,   5800.00,    1005.40
54423, 117.92,  40.97,  422.30,  958.30,    24.70,     64.00,        0.00,    105.00,    0.90,  16800.00,    1005.60
50937, 121.48,  45.06,  282.10,  971.80,    28.00,     57.00,        0.00,    250.00,    1.70,  30000.00,    1003.50
57247, 108.90,  32.32,  438.50,  957.00,    21.20,     92.00,        0.10, 999999.00,    0.10,  20300.00,    1006.90
54510, 116.95,  39.91,   18.30, 1003.10,    26.40,     69.00,        0.00,    324.00,    1.00,  19800.00,    1005.30
56851, 100.52,  25.04, 1377.20,  858.50,    23.10,     72.00,        0.00,    224.00,    1.50,  30000.00,    1004.00
50779, 134.42,  48.34,   40.80,  999.70,    23.20,     77.00,        0.00,    223.00,    3.30,  30000.00,    1004.60
54501, 115.68,  39.97,  440.30,  956.70,    22.00,     74.00,        0.00,      9.00,    0.80,  21000.00,    1006.40
50787, 131.84,  47.31,   62.70,  996.90,    24.60,     74.00,        0.00,    137.00,    1.30,  21100.00,    1004.20
54824, 117.95,  36.63,   95.00,  995.90,    25.90,     74.00,        0.00,    249.00,    0.70,   3200.00,    1006.90
59230, 108.12,  23.72,  219.00,  980.90,    27.70,     85.00,        0.00,    211.00,    1.90,  18000.00,    1005.60
54633, 115.27,  37.51,   26.10, 1003.00,    24.30,     86.00,        0.00,    174.00,    1.80,   3600.00,    1006.10
54362, 125.73,  41.67,  380.10,  962.90,    21.30,     80.00,        0.00,    313.00,    0.50,   5800.00,    1006.30
54909, 115.52,  35.08,   51.50, 1001.30,    22.20,     99.00,        0.00,    227.00,    1.80,   1300.00,    1007.40
54614, 116.06,  38.42,   10.90, 1004.60,    25.20,     84.00,        0.00,    202.00,    2.40,   3600.00,    1006.00
53491, 114.38,  40.68,  837.70,  913.90,    21.50,     72.00,        0.00,    352.00,    1.00,  12900.00,    1006.10
54846, 119.73,  36.38,   51.50, 1000.60,    24.60,     82.00,        0.00,    221.00,    1.40,   2700.00,    1006.70
59229, 107.70,  23.17,  125.70,  991.30,    28.10,     85.00,        0.00,    154.00,    1.90,   5700.00,    1005.60
54437, 118.62,  39.51,   18.30, 1002.70,    27.60,     70.00,        0.00,    273.00,    1.90,   8100.00,    1004.90
57640, 109.46,  28.58,  341.00,  966.10,    26.30,     89.00,        0.00,     86.00,    1.30,   2400.00,    1004.40
53368, 111.46,  41.08, 1637.30,  831.90,    21.20,     66.00,        0.00,    198.00,    1.20,  30000.00,    1002.90
54809, 115.28,  36.55,   41.30, 1001.60,    23.70,     87.00,        0.00,    156.00,    1.20,   2800.00,    1006.50
54231, 122.37,  42.92,  256.90,  975.30,    30.10,     38.00,        0.00,     37.00,    1.30,  30000.00,    1004.20
51243,  84.85,  45.62,  450.30,  958.10,    21.10,     49.00,        0.00,    327.00,    1.80,  30000.00,    1009.00
57913, 106.98,  26.45, 1093.10,  885.70,    25.60,     68.00,        0.00,      1.00,    1.60,  24900.00,    1002.30
50772, 129.23,  48.11,  300.00,  969.90,    22.20,     83.00,        0.00,    224.00,    2.60,  30000.00,    1004.20
56116,  95.60,  31.42, 3873.10,  637.50,    11.30,     73.00,        0.00,    305.00,    1.10,  30000.00,     997.10
